Time,Heading error,Cross track error
1571250114.771630,0.060000,-0.850000
1571250114.818358,0.060000,-0.850000
1571250114.863518,0.060000,-0.550000
1571250114.912494,0.040000,-0.350000
1571250114.965623,0.040000,-0.250000
1571250115.021415,0.040000,-0.250000
1571250115.084844,0.020000,0.050000
1571250115.157441,-0.020000,0.250000
1571250115.185496,0.000000,0.050000
1571250115.251975,-0.060000,0.650000
1571250115.344873,0.000000,0.250000
1571250115.407407,0.000000,0.250000
1571250115.513784,0.000000,0.250000
1571250115.553491,0.000000,0.250000
1571250115.615464,0.000000,0.250000
1571250115.663807,-0.020000,0.350000
1571250115.709249,0.020000,-0.050000
1571250115.751703,0.020000,-0.050000
1571250115.828964,0.020000,-0.150000
1571250115.898967,0.040000,-0.350000
1571250115.942906,0.040000,-0.350000
1571250115.986574,0.040000,-0.350000
1571250116.067310,0.060000,-0.750000
1571250116.104539,0.020000,-0.450000
1571250116.121891,0.020000,-0.450000
1571250116.163178,0.020000,-0.450000
1571250116.212734,0.020000,-0.450000
1571250116.297814,0.020000,-0.450000
1571250116.334103,0.020000,-0.450000
1571250116.398827,-0.020000,-0.150000
1571250116.506988,-0.020000,-0.150000
1571250116.539157,0.020000,-0.250000
1571250116.607381,-0.020000,-0.050000
1571250116.690583,-0.020000,0.050000
1571250116.749258,-0.020000,0.050000
1571250116.788750,-0.020000,0.050000
1571250116.837672,-0.020000,0.050000
1571250116.909251,0.000000,-0.050000
1571250117.007889,0.000000,-0.050000
1571250117.068251,0.000000,-0.050000
1571250117.112385,0.000000,-0.050000
1571250117.277026,0.000000,-0.050000
1571250117.382187,0.000000,-0.050000
1571250117.430599,0.000000,-0.050000
1571250117.474437,0.000000,-0.050000
1571250117.514501,0.000000,-0.050000
1571250117.643007,0.000000,-0.050000
1571250117.683888,0.000000,-0.050000
1571250117.730845,0.000000,-0.050000
1571250117.787065,0.000000,-0.050000
1571250117.905405,-0.020000,-0.050000
1571250117.960023,-0.020000,-0.050000
1571250118.101384,-0.020000,-0.050000
1571250118.149049,0.020000,-0.150000
1571250118.214976,0.020000,-0.150000
1571250118.305005,0.040000,-0.250000
1571250118.329494,0.000000,-0.050000
1571250118.414621,0.000000,-0.050000
1571250118.472934,-0.020000,0.150000
1571250118.646240,-0.020000,0.150000
1571250118.756678,0.000000,-0.050000
1571250118.828863,0.000000,-0.050000
1571250118.883274,0.000000,-0.050000
1571250118.923992,-0.020000,0.150000
1571250118.965385,-0.020000,0.150000
1571250119.004794,-0.020000,0.150000
1571250119.050504,-0.020000,0.150000
1571250119.118478,-0.020000,0.150000
1571250119.256395,-0.020000,0.150000
1571250119.314559,-0.020000,0.150000
1571250119.432865,-0.020000,0.150000
1571250119.616160,-0.020000,0.050000
1571250119.704470,0.020000,-0.150000
1571250119.763043,0.020000,-0.150000
1571250119.802539,0.020000,-0.150000
1571250119.834559,0.020000,-0.250000
1571250119.905244,0.020000,-0.250000
1571250119.970368,0.020000,-0.250000
1571250120.016735,0.020000,-0.250000
1571250120.096686,0.020000,-0.250000
1571250120.142396,0.020000,-0.250000
1571250120.242439,0.020000,-0.250000
1571250120.291805,0.020000,-0.250000
1571250120.348306,0.020000,-0.250000
1571250120.399159,0.040000,-0.250000
1571250120.468627,0.000000,-0.050000
1571250120.517703,0.000000,0.050000
1571250120.585293,0.020000,-0.050000
1571250120.631998,0.000000,0.150000
1571250120.698849,0.100000,-0.350000
1571250120.739194,0.100000,-0.350000
1571250120.808524,0.100000,-0.450000
1571250120.859689,0.080000,-0.150000
1571250120.950027,0.160000,-0.850000
1571250121.002191,0.060000,-0.150000
1571250121.047957,0.060000,-0.150000
1571250121.100912,0.140000,-0.650000
1571250121.151992,0.140000,-0.850000
1571250121.203827,0.140000,-0.850000
1571250121.267923,0.140000,-0.950000
1571250121.300816,0.140000,-0.950000
1571250121.370642,0.140000,-0.950000
1571250121.406818,0.100000,-0.350000
1571250121.488423,0.120000,-1.150000
1571250121.535841,0.120000,-1.150000
1571250121.577764,0.120000,-1.150000
1571250121.641061,0.100000,-1.150000
1571250121.693609,0.100000,-1.150000
1571250121.738108,0.100000,-1.150000
1571250121.792631,0.100000,-1.150000
1571250121.882094,0.100000,-1.150000
1571250121.937791,0.100000,-1.150000
1571250122.008513,0.100000,-1.150000
1571250122.076421,0.120000,-0.750000
1571250122.128689,0.060000,-0.550000
1571250122.179304,0.060000,-0.350000
1571250122.245644,0.080000,-0.450000
1571250122.303855,0.080000,-0.450000
1571250122.362322,0.000000,0.250000
1571250122.412223,0.000000,0.250000
1571250122.483851,0.020000,0.150000
1571250122.539844,-0.020000,0.550000
1571250122.640761,0.000000,0.450000
1571250122.716556,0.000000,0.450000
1571250122.754789,0.000000,0.450000
1571250122.800689,0.000000,0.350000
1571250122.849182,0.000000,0.250000
1571250122.879972,-0.020000,0.350000
1571250122.941484,-0.140000,1.250000
1571250123.027051,-0.140000,1.250000
1571250123.069714,0.000000,-0.050000
1571250123.113310,-0.120000,1.250000
1571250123.181683,-0.140000,1.050000
1571250123.228166,-0.120000,1.350000
1571250123.292978,-0.120000,1.150000
1571250123.370497,-0.120000,1.350000
1571250123.405391,-0.100000,1.150000
1571250123.458022,-0.100000,1.250000
1571250123.509655,-0.100000,1.150000
1571250123.568225,-0.080000,1.250000
1571250123.628331,-0.080000,1.150000
1571250123.673294,-0.080000,1.250000
1571250123.724095,-0.080000,1.050000
1571250123.781127,-0.080000,1.050000
1571250123.828837,-0.080000,1.050000
1571250123.863121,-0.080000,1.050000
1571250123.907917,-0.060000,0.850000
1571250123.972907,-0.060000,0.850000
1571250124.006751,-0.060000,0.850000
1571250124.067527,-0.060000,0.850000
1571250124.105531,-0.020000,0.450000
1571250124.178785,-0.020000,0.450000
1571250124.214253,-0.020000,0.450000
1571250124.284816,-0.020000,0.450000
1571250124.335003,-0.040000,0.450000
1571250124.378085,0.020000,0.150000
1571250124.422630,-0.020000,0.150000
1571250124.509423,0.140000,-0.650000
1571250124.548973,0.140000,-0.650000
1571250124.595570,0.140000,-0.650000
1571250124.643981,0.140000,-0.650000
1571250124.689632,0.080000,-0.550000
1571250124.723140,0.020000,-0.150000
1571250124.773187,0.080000,-0.650000
1571250124.794834,0.020000,-0.150000
1571250124.855617,0.020000,-0.150000
1571250124.911767,0.020000,-0.150000
1571250124.941181,0.020000,-0.150000
1571250124.982349,0.080000,-0.650000
1571250125.022568,0.080000,-0.650000
1571250125.062906,0.140000,-0.950000
1571250125.124743,0.140000,-0.950000
1571250125.163920,0.140000,-0.950000
1571250125.215899,0.140000,-0.950000
1571250125.263753,0.140000,-0.950000
1571250125.317029,0.140000,-1.050000
1571250125.383578,0.140000,-0.850000
1571250125.425639,0.140000,-0.850000
1571250125.478149,0.140000,-0.850000
1571250125.528618,0.140000,-0.850000
1571250125.592390,0.140000,-0.850000
1571250125.630871,0.120000,-1.050000
1571250125.684514,0.140000,-0.950000
1571250125.736653,0.100000,-1.050000
1571250125.775606,0.100000,-1.050000
1571250125.827351,0.080000,-1.150000
1571250125.878365,0.080000,-1.050000
1571250125.924434,0.080000,-1.050000
1571250125.962558,0.080000,-1.050000
1571250126.000933,0.080000,-1.150000
1571250126.051390,0.080000,-1.150000
1571250126.087249,0.060000,-1.050000
1571250126.133595,0.060000,-0.950000
1571250126.191712,0.060000,-1.050000
1571250126.231065,0.060000,-0.950000
1571250126.268959,0.060000,-1.050000
1571250126.308131,0.060000,-1.050000
1571250126.371236,0.060000,-1.050000
1571250126.428985,0.060000,-1.050000
1571250126.493877,0.060000,-1.050000
1571250126.534362,0.020000,-0.250000
1571250126.596978,0.020000,-0.250000
1571250126.661398,0.040000,-0.350000
1571250126.705013,0.040000,-0.250000
1571250126.755442,0.060000,-0.350000
1571250126.815139,0.020000,0.050000
1571250126.857367,0.020000,0.050000
1571250126.907633,0.020000,0.050000
1571250126.966603,0.020000,0.050000
1571250127.020386,0.020000,0.050000
1571250127.071882,0.020000,0.050000
1571250127.128900,0.020000,0.050000
1571250127.180602,0.000000,0.150000
1571250127.220918,-0.040000,0.350000
1571250127.278277,-0.040000,0.350000
1571250127.334955,0.020000,-0.050000
1571250127.377026,0.020000,-0.050000
1571250127.433069,0.020000,-0.050000
1571250127.493512,0.020000,-0.050000
1571250127.535907,0.020000,-0.050000
1571250127.625483,0.020000,-0.050000
1571250127.667140,0.020000,-0.050000
1571250127.712511,0.020000,-0.050000
1571250127.755397,0.020000,-0.050000
1571250127.799165,0.020000,-0.050000
1571250127.869935,0.000000,0.050000
1571250127.925429,0.020000,-0.150000
1571250127.965922,0.020000,-0.150000
1571250128.030913,0.020000,-0.150000
1571250128.055843,0.020000,-0.150000
1571250128.111445,0.020000,-0.150000
1571250128.149139,0.020000,-0.150000
1571250128.200726,0.020000,-0.050000
1571250128.266647,0.020000,-0.050000
1571250128.325251,0.020000,-0.050000
1571250128.372546,0.020000,-0.050000
1571250128.439987,0.020000,-0.050000
1571250128.494907,0.020000,-0.050000
1571250128.556579,0.020000,-0.050000
1571250128.600410,0.020000,-0.050000
1571250128.654422,0.020000,-0.050000
1571250128.712772,0.020000,-0.050000
1571250128.738692,0.020000,-0.050000
1571250128.804828,0.020000,-0.050000
1571250128.861186,0.020000,-0.050000
1571250128.900778,0.020000,-0.050000
1571250128.940132,0.020000,-0.050000
1571250128.997189,0.020000,-0.050000
1571250129.029400,0.020000,-0.250000
1571250129.074314,-0.080000,0.250000
1571250129.134198,-0.080000,0.250000
1571250129.192644,-0.060000,0.350000
1571250129.244017,0.020000,-0.050000
1571250129.280018,0.020000,-0.050000
1571250129.335147,0.020000,-0.050000
1571250129.375361,-0.020000,-0.050000
1571250129.432925,0.020000,-0.150000
1571250129.497317,0.020000,-0.150000
1571250129.544778,0.020000,-0.150000
1571250129.599590,0.020000,-0.150000
1571250129.668097,0.020000,-0.250000
1571250129.753171,-0.020000,-0.050000
1571250129.872169,-0.020000,-0.050000
1571250129.897268,0.020000,-0.050000
1571250129.959188,0.020000,-0.050000
1571250129.993834,0.020000,-0.050000
1571250130.062266,0.020000,-0.050000
1571250130.126336,0.020000,-0.050000
1571250130.178745,-0.020000,0.050000
1571250130.211449,0.000000,0.050000
1571250130.252228,0.000000,-0.150000
1571250130.286411,-0.020000,0.050000
1571250130.323852,-0.020000,0.050000
1571250130.368934,-0.020000,0.050000
1571250130.424532,-0.020000,0.050000
1571250130.492122,0.000000,-0.150000
1571250130.540076,-0.060000,0.350000
1571250130.589548,-0.080000,0.450000
1571250130.653842,0.020000,0.050000
1571250130.701190,0.020000,0.050000
1571250130.736206,-0.040000,0.250000
1571250130.790585,0.020000,0.050000
1571250130.834249,0.020000,0.050000
1571250130.894312,0.020000,0.050000
1571250130.934850,0.020000,-0.050000
1571250130.973922,0.020000,-0.050000
1571250131.015527,0.020000,-0.050000
1571250131.069372,0.020000,-0.050000
1571250131.117239,0.020000,-0.050000
1571250131.166917,0.020000,-0.050000
1571250131.219195,0.020000,-0.050000
1571250131.285729,0.020000,-0.050000
1571250131.330580,0.020000,-0.050000
1571250131.405562,0.020000,-0.050000
1571250131.459125,0.020000,-0.050000
1571250131.506663,0.060000,-0.350000
1571250131.553016,-0.020000,0.050000
1571250131.612544,-0.020000,0.050000
1571250131.673800,0.000000,-0.150000
1571250131.718666,-0.020000,0.050000
1571250131.778779,-0.020000,0.050000
1571250131.815078,0.000000,-0.050000
1571250131.874016,0.000000,0.050000
1571250131.922035,0.020000,-0.050000
1571250131.969576,0.020000,-0.050000
1571250132.017603,0.020000,-0.050000
1571250132.062580,0.020000,-0.050000
1571250132.120706,0.020000,-0.050000
1571250132.173468,0.020000,-0.050000
1571250132.234522,-0.020000,0.250000
1571250132.276518,0.020000,0.050000
1571250132.336790,0.020000,0.050000
1571250132.374984,0.020000,0.050000
1571250132.430376,-0.040000,0.350000
1571250132.502833,0.160000,-0.750000
1571250132.539029,0.120000,-0.550000
1571250132.571910,0.080000,-0.250000
1571250132.637736,0.140000,-0.550000
1571250132.675047,0.160000,-0.650000
1571250132.732606,0.160000,-0.650000
1571250132.771425,0.120000,-0.450000
1571250132.825401,0.140000,-0.550000
1571250132.867125,0.140000,-0.550000
1571250132.925937,0.140000,-0.750000
1571250132.995794,0.160000,-0.850000
1571250133.019810,0.200000,-1.050000
1571250133.063702,0.140000,-0.850000
1571250133.107065,0.140000,-0.850000
1571250133.151956,0.120000,-0.750000
1571250133.198396,0.120000,-0.750000
1571250133.254556,0.120000,-0.950000
1571250133.298578,0.120000,-1.150000
1571250133.354728,0.100000,-1.050000
1571250133.383781,0.100000,-1.150000
1571250133.466150,0.100000,-1.150000
1571250133.511967,0.100000,-1.250000
1571250133.536877,0.080000,-1.250000
1571250133.587454,0.080000,-1.050000
1571250133.637130,0.080000,-1.050000
1571250133.688983,0.060000,-1.350000
1571250133.732463,0.060000,-1.350000
1571250133.772131,0.060000,-1.350000
1571250133.828478,0.060000,-1.150000
1571250133.866559,0.060000,-1.150000
1571250133.922375,0.060000,-1.050000
1571250133.963167,0.060000,-1.050000
1571250134.013146,0.060000,-1.050000
1571250134.067047,0.060000,-1.050000
1571250134.109314,0.060000,-1.050000
1571250134.161165,0.060000,-1.050000
1571250134.206414,0.060000,-0.550000
1571250134.260622,0.060000,-0.550000
1571250134.302895,0.020000,-0.250000
1571250134.363833,0.020000,-0.250000
1571250134.436154,0.000000,-0.150000
1571250134.492053,0.000000,-0.150000
1571250134.514421,-0.020000,0.050000
1571250134.561043,-0.040000,0.350000
1571250134.629862,-0.040000,0.350000
1571250134.686141,-0.020000,0.150000
1571250134.747097,0.020000,0.150000
1571250134.776304,0.020000,0.150000
1571250134.830761,0.020000,0.150000
1571250134.876195,0.020000,0.150000
1571250134.928391,0.020000,0.150000
1571250134.965919,0.020000,0.150000
1571250135.017385,-0.020000,0.250000
1571250135.073976,0.000000,0.050000
1571250135.131998,0.000000,0.050000
1571250135.196542,0.000000,0.050000
1571250135.244404,0.000000,0.050000
1571250135.301265,0.000000,0.050000
1571250135.360688,0.000000,0.050000
1571250135.421706,0.000000,0.050000
1571250135.494525,0.000000,0.050000
1571250135.540393,0.020000,-0.150000
1571250135.603649,0.020000,-0.150000
1571250135.643928,0.020000,-0.150000
1571250135.698923,0.020000,-0.150000
1571250135.737104,0.020000,-0.150000
1571250135.787898,0.020000,-0.150000
1571250135.835299,0.040000,-0.250000
1571250135.874009,0.040000,-0.250000
1571250135.932184,0.040000,-0.250000
1571250135.973191,0.040000,-0.250000
1571250136.026380,0.040000,-0.250000
1571250136.068494,0.040000,-0.250000
1571250136.117482,0.040000,-0.250000
1571250136.169121,0.020000,-0.250000
1571250136.222390,0.020000,-0.050000
1571250136.278623,0.020000,-0.050000
1571250136.333371,0.020000,-0.050000
1571250136.379628,-0.040000,0.350000
1571250136.438397,-0.020000,0.350000
1571250136.493177,-0.020000,0.350000
1571250136.523655,-0.020000,0.350000
1571250136.575615,-0.020000,0.350000
1571250136.653042,-0.020000,0.350000
1571250136.695479,-0.020000,0.350000
1571250136.735262,-0.020000,0.350000
1571250136.783848,-0.020000,0.350000
1571250136.835475,-0.020000,0.350000
1571250136.872557,0.040000,-0.150000
1571250136.925907,-0.040000,0.250000
1571250136.976263,0.020000,0.150000
1571250137.019620,-0.040000,-1.150000
1571250137.067052,0.020000,0.050000
1571250137.134652,0.020000,0.050000
1571250137.171666,0.020000,-0.050000
1571250137.214156,0.020000,-0.050000
1571250137.246497,0.020000,-0.050000
1571250137.307115,0.020000,-0.050000
1571250137.345297,0.020000,-0.050000
1571250137.389630,0.020000,-0.050000
1571250137.431950,0.000000,0.150000
1571250137.488151,0.000000,0.150000
1571250137.525233,0.220000,-1.250000
1571250137.565760,0.220000,-1.250000
1571250137.631148,0.220000,-1.250000
1571250137.687943,0.220000,-1.250000
1571250137.742556,0.220000,-1.250000
1571250137.794524,0.220000,-1.250000
1571250137.830157,0.160000,0.650000
1571250137.866583,0.160000,0.650000
1571250137.936533,0.160000,0.650000
1571250137.981155,-0.040000,1.250000
1571250138.026691,-0.020000,1.250000
1571250138.086395,-0.020000,1.250000
1571250138.136714,-0.020000,1.250000
1571250138.175357,-0.020000,1.150000
1571250138.228743,-0.040000,1.250000
1571250138.284813,0.000000,1.050000
1571250138.329626,0.000000,1.050000
1571250138.369546,0.000000,1.150000
1571250138.420772,-0.040000,1.250000
1571250138.510157,0.000000,0.950000
1571250138.541095,0.000000,0.950000
1571250138.583593,0.000000,0.950000
1571250138.644173,0.000000,1.050000
1571250138.689639,0.000000,1.050000
1571250138.729635,0.040000,0.750000
1571250138.767812,0.020000,0.850000
1571250138.834794,0.020000,0.850000
1571250138.872124,0.020000,0.850000
1571250138.927405,0.020000,0.850000
1571250138.956837,0.040000,0.550000
1571250139.002280,0.040000,0.550000
1571250139.059934,0.040000,0.550000
1571250139.114903,0.040000,0.550000
1571250139.167195,0.040000,0.550000
1571250139.201901,0.120000,0.050000
1571250139.262727,0.020000,0.450000
1571250139.306022,0.040000,0.350000
1571250139.358107,0.120000,-0.250000
1571250139.404111,0.060000,0.050000
1571250139.460248,0.120000,-0.250000
1571250139.513798,0.120000,-0.250000
1571250139.556476,0.080000,-0.150000
1571250139.624133,0.100000,-0.350000
1571250139.668107,0.100000,-0.350000
1571250139.731292,0.080000,-0.250000
1571250139.782743,0.100000,-0.450000
1571250139.832151,0.100000,-0.450000
1571250139.891023,0.100000,-0.550000
1571250139.913055,0.100000,-0.550000
1571250139.961141,0.120000,-0.650000
1571250140.003657,0.060000,-0.450000
1571250140.066261,0.080000,-0.550000
1571250140.128014,0.080000,-0.550000
1571250140.188575,0.080000,-0.550000
1571250140.250818,0.080000,-0.550000
1571250140.312868,0.080000,-0.550000
1571250140.389332,0.080000,-0.550000
1571250140.452232,0.080000,-0.550000
1571250140.525341,0.080000,-0.550000
1571250140.572529,0.080000,-0.550000
1571250140.607901,0.080000,-0.550000
1571250140.662269,0.080000,-0.550000
1571250140.715994,0.020000,-0.050000
1571250140.768460,0.020000,-0.050000
1571250140.831930,0.020000,-0.050000
1571250140.889161,0.020000,-0.050000
1571250140.938878,0.020000,-0.050000
1571250140.979929,0.020000,-0.050000
1571250141.009327,0.040000,-0.250000
1571250141.052775,0.000000,0.050000
1571250141.098210,0.020000,0.050000
1571250141.146173,0.020000,0.050000
1571250141.189832,0.020000,0.050000
1571250141.242750,0.020000,0.050000
1571250141.296602,0.020000,0.050000
1571250141.350491,0.020000,0.050000
1571250141.389493,0.020000,0.050000
1571250141.436123,0.020000,0.050000
1571250141.506383,0.020000,-0.050000
1571250141.553250,0.020000,-0.050000
1571250141.614189,0.020000,-0.050000
1571250141.658702,0.020000,-0.050000
1571250141.698557,0.020000,-0.050000
1571250141.743488,0.020000,-0.050000
1571250141.786392,-0.040000,0.350000
1571250141.831136,-0.040000,0.350000
1571250141.877190,0.160000,-0.750000
1571250141.918940,0.160000,-0.750000
1571250141.969742,0.160000,-0.750000
1571250142.028021,0.160000,-0.750000
1571250142.071169,0.160000,-0.750000
1571250142.127177,0.160000,-0.750000
1571250142.171258,0.160000,-0.750000
1571250142.231239,0.140000,-0.750000
1571250142.282143,0.140000,-0.850000
1571250142.323071,0.160000,-0.950000
1571250142.374832,0.180000,-0.950000
1571250142.416353,0.140000,-0.850000
1571250142.473848,0.140000,-0.950000
1571250142.505235,0.120000,-0.950000
1571250142.560648,0.120000,-0.950000
1571250142.638743,0.100000,-0.950000
1571250142.666723,0.100000,-1.150000
1571250142.716394,0.100000,-1.150000
1571250142.762670,0.100000,-1.150000
1571250142.798838,0.100000,-1.150000
1571250142.835842,0.080000,-1.050000
1571250142.888801,0.080000,-1.050000
1571250142.941069,0.080000,-1.050000
1571250142.991139,0.080000,-1.050000
1571250143.036614,0.080000,-1.050000
1571250143.072395,0.080000,-1.050000
1571250143.134626,0.080000,-1.050000
1571250143.171822,0.080000,-1.050000
1571250143.233648,0.080000,-1.050000
1571250143.267536,0.080000,-0.850000
1571250143.335775,0.080000,-0.850000
1571250143.370347,0.080000,-0.850000
1571250143.429986,0.080000,-0.750000
1571250143.473251,0.060000,-0.550000
1571250143.519450,0.080000,-0.650000
1571250143.564850,0.140000,-0.850000
1571250143.633562,0.060000,-0.450000
1571250143.678396,0.040000,-0.250000
1571250143.726300,0.100000,-0.650000
1571250143.778496,0.040000,-0.250000
1571250143.824791,0.040000,-0.250000
1571250143.877095,0.060000,-0.550000
1571250143.920572,0.060000,-0.550000
1571250143.964460,0.060000,-0.550000
1571250144.023010,0.020000,-0.350000
1571250144.065412,0.020000,-0.350000
1571250144.102224,0.020000,-0.350000
1571250144.170390,0.020000,-0.350000
1571250144.221290,0.020000,-0.350000
1571250144.262926,0.020000,-0.450000
1571250144.307928,0.020000,-0.450000
1571250144.366203,0.020000,-0.450000
1571250144.405318,0.020000,-0.450000
1571250144.474239,0.020000,-0.450000
1571250144.505626,0.020000,-0.450000
1571250144.554954,0.020000,-0.450000
1571250144.626631,0.020000,-0.450000
1571250144.667840,0.000000,-0.350000
1571250144.720181,0.000000,-0.350000
1571250144.774888,0.000000,-0.350000
1571250144.824293,-0.040000,-0.150000
1571250144.869567,-0.020000,-0.250000
1571250144.903880,-0.020000,-0.250000
1571250144.951068,-0.020000,-0.250000
1571250144.992008,-0.020000,-0.250000
1571250145.025695,-0.020000,-0.250000
1571250145.071719,-0.020000,-0.250000
1571250145.113364,-0.020000,-0.250000
1571250145.169527,-0.020000,-0.250000
1571250145.206674,-0.020000,-0.250000
1571250145.249959,-0.020000,-0.250000
1571250145.305377,-0.020000,-0.250000
1571250145.369796,-0.020000,-0.250000
1571250145.412286,-0.020000,-0.250000
1571250145.436840,-0.020000,-0.250000
1571250145.495310,-0.020000,-0.250000
1571250145.539829,-0.020000,-0.250000
1571250145.588907,-0.020000,-0.250000
1571250145.640778,-0.020000,-0.250000
1571250145.691811,-0.020000,-0.250000
1571250145.720605,-0.020000,-0.250000
1571250145.763144,-0.020000,-0.250000
1571250145.814753,-0.020000,-0.250000
1571250145.878571,-0.020000,-0.150000
1571250145.925670,-0.020000,-0.150000
1571250145.984645,-0.060000,0.050000
1571250146.025735,-0.060000,0.050000
1571250146.061791,-0.060000,0.050000
1571250146.120129,-0.020000,-0.050000
1571250146.180810,0.020000,-0.250000
1571250146.220042,-0.020000,0.050000
1571250146.273079,-0.020000,0.050000
1571250146.337782,-0.020000,0.050000
1571250146.367675,-0.020000,0.050000
1571250146.417052,-0.020000,0.050000
1571250146.484405,-0.020000,0.050000
1571250146.549178,-0.020000,0.050000
1571250146.599281,-0.020000,0.050000
1571250146.650239,-0.020000,0.050000
1571250146.694687,-0.040000,0.150000
1571250146.740315,-0.040000,0.150000
1571250146.812065,-0.040000,0.150000
1571250146.830603,-0.040000,0.150000
1571250146.873830,-0.040000,0.150000
1571250146.927942,-0.040000,0.150000
1571250146.985666,0.140000,-0.650000
1571250147.041524,-0.040000,0.250000
1571250147.091279,0.000000,-0.050000
1571250147.145985,-0.020000,0.250000
1571250147.199629,-0.060000,0.450000
1571250147.241164,0.020000,-0.050000
1571250147.291690,0.020000,-0.050000
1571250147.352050,0.020000,-0.050000
1571250147.399626,0.140000,-0.750000
1571250147.451688,0.140000,-0.950000
1571250147.495829,0.140000,-0.950000
1571250147.550116,0.140000,-0.950000
1571250147.626477,0.140000,-0.950000
1571250147.659663,0.100000,-1.050000
1571250147.704574,0.120000,-0.950000
1571250147.756524,0.120000,-0.950000
1571250147.795430,0.060000,-0.750000
1571250147.841607,0.060000,-0.550000
1571250147.886673,0.080000,-1.050000
1571250147.935479,0.080000,-1.050000
1571250147.994738,0.080000,-1.050000
1571250148.029538,0.080000,-1.050000
1571250148.072144,0.080000,-1.050000
1571250148.115529,0.060000,-0.750000
1571250148.159843,0.080000,-1.150000
1571250148.206607,0.080000,-1.150000
1571250148.256904,0.060000,-0.850000
1571250148.295278,0.060000,-0.850000
1571250148.347923,0.060000,-0.850000
1571250148.391960,0.060000,-1.150000
1571250148.459580,0.080000,-1.250000
1571250148.519038,0.060000,-1.150000
1571250148.547989,0.060000,-1.150000
1571250148.581306,0.060000,-1.050000
1571250148.652566,0.060000,-1.050000
1571250148.693934,0.060000,-1.050000
1571250148.746992,0.060000,-0.950000
1571250148.788988,0.080000,-1.050000
1571250148.834677,0.060000,-0.850000
1571250148.890052,0.060000,-0.850000
1571250148.936138,0.060000,-0.850000
1571250148.992698,0.060000,-0.850000
1571250149.046964,0.060000,-0.750000
1571250149.074618,0.060000,-0.750000
1571250149.125794,0.040000,-0.550000
1571250149.185271,0.040000,-0.550000
1571250149.234161,0.040000,-0.550000
1571250149.285125,0.040000,-0.350000
1571250149.332909,0.040000,-0.350000
1571250149.411486,0.040000,-0.350000
1571250149.469240,-0.040000,0.050000
